English,Russian,Armenian,French
Sociability,Общительность,Մարդասիրականություն,Sociabilité
Stimulation,Стимуляция,Խթանում,Stimulation
Steam,Пар,Գոլորշի,Vapeur
Summary,Резюме,Ամփոփում,Résumé
Shit,Дерьмо,Խայտառակություն,Merde
Succession,Правопреемство,իրավահաջորդություն,Succession
Sample,Образец,Նմուշ,Échantillon
Serenade,Серенада,Սերենադ,Sérénade
Sod,Дерн,Սոդ,Gazon
Star,Звезда,Աստղ,Star
Sulfur,Сера,Ծծումբ,Soufre
Static,Статический,Ստատիկ,Statique
Steed,Стид,Սիդ,Coursier
Slop,Отстой,Թեքություն,Slop
Selectivity,Селективность,Ընտրողականություն,Sélectivité
Snout,Морда,Մռութ,Museau
Schema,Схема,Սխեման,Schéma
Someplace,Где-то,Ինչ-որ տեղ,Quelque part
Specialization,Специализация,Մասնագիտացում,Spécialisation
Shibboleth,Шибболет,Շիբբոլեթ,Schibboleth
Seduction,соблазнение,Գայթակղություն,Séduction
Saleslady,продавщица,Վաճառողուհի,Vendeuse
Spacer,Распорка,Spacer,Entretoise
Sufferer,страдалец,Տառապող,Victime
Sublimate,сублимировать,Sublimate,Sublimé
Showmen,Шоумены,Շոումեններ,Montreurs
Stiff,Жесткий,Թունդ,Rigide
Stopper,Пробка,Խցան,Bouchon
Schoolboy,Школьник,Դպրոցական,Écolier
Stockroom,Склад,Պահեստամաս,Magasin
Sweetheart,Дорогой,Սիրելիս,Amoureux
Shape,Форма,Ձևավորում,Façonner
Subway,Метро,Մետրո,Métro
Snap,Щелчок,Snap,Se casser
Silk,Шелк,Մետաքս,Soie
Surf,Серфинг,Surf,Le surf
Splinter,Сплинтер,Սփլինտեր,Éclat
Snore,Храп,Խռմփոց,Ronfler
Serial,Серийный,Սերիալ,En série
Schoolhouse,Школа,Դպրոցական տուն,École
Steprelationship,сводные отношения,Քայլ առնչություն,Relation étagée
Social,Социальное,Սոցիալական,Social
Spontaneity,Спонтанность,Ինքնաբուխություն,Spontanéité
Sentiment,настроение,Զգացմունք,Sentiment
Submarine,подводная лодка,Սուզանավ,Sous-marin
Speculator,Спекулянт,Սպեկուլյատոր,Spéculateur
Syringe,Шприц,Ներարկիչ,Seringue
Stator,статор,Ստատոր,Stator
Surgery,Хирургия,Վիրաբուժություն,Opération
Stripe,Полоса,Շերտագիծ,Bande
Spectrometer,Спектрометр,Սպեկտրոմետր,Spectromètre
Starlet,Старлетка,Աստղային,Starlette
Satirist,Сатирик,Երգիծաբան,Écrivain satirique
Sincerity,Искренность,Անկեղծություն,Sincérité
Streetcar,Трамвай,Տրամվայ,Tramway
Steroid,Стероидный препарат,Ստերոիդ,Stéroïde
Sewer,канализация,Կոյուղու,Égout
Soda,Сода,Սոդա,Un soda
Sabotage,Саботаж,Սաբոտաժ,Sabotage
Seato,Сеато,Սեատո,Siège
Specimen,Образец,Նմուշ,Spécimen
Sago,Саго,Սագոն,Sagou
Scimitar,ятаган,Scimitar,Cimeterre
Shoelace,шнурок,Կոշիկի ճարմանդ,Lacet
Solution,Решение,Լուծում,La solution
Swami,Свами,Սվամի,Swāmi
Stumpage,пень,Ստումպեյջ,Bois de coupe
Spectator,Зритель,Հանդիսատես,Spectateur
Seafood,Морепродукты,Ծովամթերք,Fruits de mer
Socializer,Социализатор,Սոցիալիզատոր,Socialisateur
Sidewinder,Сайдвиндер,Sidewinder,Sidewinder
Sustenance,Пропитание,Սնունդ,Subsistance
Sell,Продавать,Վաճառել,Vendre
Spinneret,фильера,Սփիներետ,Filière
Share,Делиться,Կիսվել,Partager
Sera,Сера,Սերա,Sera
Sensitivity,Чувствительность,Զգայունություն,Sensibilité
Saxophonist,Саксофонист,Սաքսոֆոնահար,Saxophoniste
Shift,Сдвиг,Հերթափոխ,Changement
Servant,Слуга,Ծառա,Serviteur
Splenomegaly,Спленомегалия,Սպլենոմեգալիա,Splénomégalie
Sacrifice,Жертва,Զոհաբերություն,Sacrifice
Sector,Сектор,Ոլորտ,Secteur
Swastika,Свастика,Սվաստիկա,Svastika
Stand,Стоять,Կանգնեք,Stand
Spark,Искра,Կայծ,Étincelle
Sufficiency,Достаточность,Բավարարություն,Suffisance
Scop,Сфера,Սկոպ,Portée
Sachet,Пакетик,Պայուսակ,Sachet
Stray,Бродить,Թափառող,Errer
Sword,Меч,Սուր,Épée
Scaffold,Строительные леса,Փայտամած,Échafaud
Saffron,Шафран,Զաֆրան,Safran
Stump,пень,Կոճղ,Souche
Scherzo,Скерцо,Շերզո,Scherzo
Slanderer,Клеветник,Զրպարտիչ,Calomniateur
Stuff,Вещи,Նյութեր,Truc
Space,Космос,Տիեզերք,Espacer
Shill,Шилл,Շիլլ,Shill
Stereotype,Стереотип,Կարծրատիպ,Stéréotype
Snort,Фыркнуть,Խռռոց,Renifler
Separation,Разделение,Բաժանում,Séparation
Supporter,Сторонник,Աջակից,Supporter
Section,Раздел,Բաժին,Section
Sugar,Сахар,Շաքարավազ,Du sucre
Size,Размер,Չափը,Taille
Surname,Фамилия,Ազգանունը,Nom de famille
Stretcher,Носилки,Ձգող,Tendeur
Suzerain,Сюзерен,Սյուզերայն,Suzerain
Swig,Глоток,Սվիգ,Lampée
Service,Оказание услуг,Ծառայություն,Un service
Supermarket,Супермаркет,Սուպերմարկետ,Supermarché
Sonnet,Сонет,Սոնետ,Sonnet
Shimmer,Шиммер,Շողալ,Miroiter
Study,Учиться,Ուսումնասիրել,Étudier
Sermon,Проповедь,Քարոզ,Sermon
Socialization,Социализация,Սոցիալականացում,Socialisation
Spike,Шип,հասկ,Pic
Sorption,Сорбция,Սովորում,Absorption
Scrimmage,Схватка,Խռովություն,Mêlée
Solitary,Одинокий,Միայնակ,Solitaire
Slaughter,бойня,սպանդ,Abattage
Standby,Ожидать,Սպասման,Etre prêt
Suspense,саспенс,Կասպենս,Le suspense
Stay,Оставаться,Մնացեք,Rester
Self-Belief,Вера в себя,Ինքնավստահություն,Confiance en soi
Shriek,Визг,ճիչ,Cri
Strangulation,Удушение,Խեղդում,Étranglement
Sterilization,Стерилизация,Ստերիլիզացում,Stérilisation
Splice,Сращивание,Splice,Épissure
Sortie,Вылазка,Sortie,Sortie
Showcase,Витрина,Ցուցափեղկ,Vitrine
Store,Магазин,Խանութ,Boutique
Spleen,Селезенка,Փայծաղ,Rate
Sideline,Боковая линия,Կողմնակի գիծ,Ligne de touche
Satiety,Сытость,Հագեցվածություն,Satiété
Seminary,семинария,Սեմինարիա,Séminaire
Schoolroom,Классная комната,Դպրոցական սենյակ,Salle de classe
Smallpox,Оспа,Ջրծաղիկ,Variole
Shaker,Шейкер,Շեյքեր,Mixeur
Shadow,Тень,Ստվեր,Ombre
Sanctity,святость,Սրբություն,Sainteté
Sacker,Сакер,Սաքեր,Sacker
Soutane,Сутан,Սաութան,Soutane
Smudge,Размазать,Կեղտոտվել,Tache
Sickroom,Больничная палата,Հիվանդասենյակ,Chambre de malade
Singularity,Сингулярность,Եզակիություն,Singularité
Solace,Утешение,Մխիթարություն,Réconfort
Self-Acceptance,Самопринятие,Ինքնաընդունում,Acceptation de soi
Suction,Всасывание,Ներծծում,Succion
Shock,Шок,Շոկ,Choc
Sportsman,Спортсмен,Մարզիկ,Sportif
Self-Confidence,Самоуверенность,Ինքնավստահություն,Confiance en soi
Sniper,Снайпер,Դիպուկահար,Tireur d'élite
Scream,Крик,Ճչալ,Pousser un cri
Savant,Савант,Սավանթ,Savant
Solidarity,Солидарность,Համերաշխություն,Solidarité
Squeak,Писк,Ճռռալ,Grincer
Sanctuary,Святилище,Սրբավայր,Sanctuaire
Supplier,Поставщик,Մատակարար,Fournisseur
Slingshot,рогатка,Ճեղապարսատիկ,Lance-pierres
Stack,Куча,Դարձ,Empiler
Sympathy,сочувствие,Համակրանք,Sympathie
Superwoman,Суперженщина,Գերկին,Femme formidable
Swine,Свинья,Խոզեր,Porc
Sheriff,шериф,Շերիֆ,Shérif
Subversion,Подрывная деятельность,Դիվերսիա,Subversion
Substitute,Заменять,Փոխարինող,Remplaçant
Snorkle,снорклинг,Շնչափող,Plongée avec tuba
Stew,Тушить,Շոգեխաշել,Ragoût
Saucepan,Кастрюля,Կաթսա,Casserole
Scenery,Пейзаж,Դեկորացիա,Paysage
Sprite,Спрайт,Sprite,Lutin
Storeroom,Кладовая,Խորդանոց,Débarras
Subjugation,подчинение,Հպատակեցում,Assujettissement
Stamina,Выносливость,Տոկունություն,Endurance
Skin,Кожа,Մաշկ,Peau
Spell,Орфографии,Հեգել,Épeler
Sensuality,Чувственность,Զգայականություն,Sensualité
Sorority,женское общество,Սովորություն,Sororité
Single,Одинокий,Միայնակ,Seul
Slang,Сленг,Ժարգոն,Argot
Spasm,Спазм,սպազմ,Spasme
Stockholder,Акционер,Բաժնետեր,Actionnaire
Steward,Стюард,Ստյուարդ,Intendant
Segregationist,сегрегатор,սեգրեգացիոնիստ,Ségrégationniste
System,Система,Համակարգ,Système
Secessionist,сепаратист,անջատողական,Sécessionniste
Soot,Сажа,Մուր,Suie
Soy,Соя,Սոյա,Soja
Scapegoat,Козел отпущения,Քավության նոխազ,Bouc émissaire
Sub,Саб,Ենթ,Sous
Self,Себя,Ինքն,Soi
Stager,Стажер,Stager,Stager
Spurt,Рывок,ժայթքել,Gicler
Stoop,Сутулость,Կռանալ,Se baisser
Shirtfront,манишка,Շապիկի շապիկ,Devant de chemise
Snack,Перекус,Խորտիկ,Goûter
Subcontinent,Субконтинент,Ենթամայրցամաքը,Sous-continent
Square,Квадрат,Քառակուսի,Carré
Streak,Полоса,Շերտ,Traînée
Seersucker,Сирсакер,Տեսնող,Seersucker
Slot,Слот,Սլոտ,Insérer
Spine,Позвоночник,Ողնաշար,Colonne vertébrale
Solemnity,Торжественность,Հանդիսավորություն,Solennité
Skirt,Юбка,Կիսաշրջազգեստ,Jupe
Slug,Слизняк,Slug,Limace
Speculation,Спекуляция,Շահարկումներ,Spéculation
Signal,Сигнал,Ազդանշան,Signal
Survey,Опрос,Հարցում,Sondage
Surveillance,Наблюдение,Հետախուզություն,Surveillance
Supranationalism,Наднационализм,Գերազգայնականություն,Supranationalisme
Stance,Стойка,Դիրքորոշում,Position
Sneakiness,Скрытность,Գողտրիկություն,Sournoiserie
Salvo,Залп,Սալվո,Salve
Spokesman,пресс-секретарь,Մամուլի խոսնակ,Porte-parole
Sovereignty,Суверенитет,Ինքնիշխանություն,La souveraineté
Street,Улица,Փողոց,Rue
Scabbard,Ножны,պատյան,Fourreau
Stroll,Прогулка,Զբոսնել,Flâner
Stage,Этап,Բեմ,Organiser
Spaghetti,Спагетти,Սպագետի,Spaghetti
Sinew,Сухожилия,Sinew,Tendon
Switchboard,Коммутатор,Փոխարկիչ,Tableau électrique
Swao,Свао,Սվաո,Swao
Slapstick,Фарс,Slapstick,Slapstick
Superiority,Превосходство,Գերազանցություն,Supériorité
Scandal,Скандал,Սկանդալ,Scandale
Sih,Сих,Սիհ,Sih
Skylight,Небесный свет,Լուսարձակ,Lucarne
Stadium,Стадион,Մարզադաշտ,Stade
Suitor,жених,հայցվոր,Prétendant
Suggestibility,Внушаемость,Առաջարկվողություն,Suggestibilité
Shell,Ракушка,Շելլ,Coquille
Similitude,Сходство,Նմանություն,Similitude
Slugger,Слаггер,Slugger,Cogneur
Shrubbery,Кустарник,Թփուտներ,Arbuste
Self-Help,Самопомощь,Ինքնօգնություն,Auto-assistance
Sir,Сэр,Պարոն,Monsieur
Sanction,Санкция,Պատժամիջոց,Sanction
Silica,Кремнезем,Սիլիցիում,Silice
Sluice,Шлюз,Sluice,Écluse
Spindle,шпиндель,Spindle,Broche
Showpiece,Экспонат,Ցուցադրանք,Joyau
Subsystem,Подсистема,Ենթահամակարգ,Sous-système
Subjectivist,субъективист,Սուբյեկտիվիստ,subjectiviste
Salutation,Приветствие,Ողջույն,Salutation
Stick,Палка,Ձողիկ,Bâton
Shore,Берег,Ափ,Rive
Succor,Помощь,Աջակցել,Secours
Strategist,Стратег,Ռազմավար,Stratège
Savory,Пикантный,կծուծ ախորժակ բացող նախուտեստ,Sarriette
Stickpin,булавка,Կպչուն մատիտ,Épingle
Stipulation,Положение,Պարտադիր պայման,Stipulation
Sforzando,Сфорцандо,Սֆորզանդո,Sforzando
Submucosa,Подслизистая оболочка,Submucosa,Sous-muqueuse
Salami,Салями,Սալամի,Salami
Shipper,Грузоотправитель,Առաքող,Expéditeur
Shamrock,трилистник,Shamrock,Trèfle
Shake,встряхнуть,Թափահարել,Secouer
